Locus tag,Protein ID,Gene,Protein name
PMM1030,CAE19489.1,None,Ferric uptake regulator family
PMM1031,CAE19490.1,None,"ABC transporter, ATP binding domain, possibly Mn transport"
PMM1033,CAE19492.1,None,Cobalamin synthesis protein/P47K
PMM1037,CAE19496.1,None,conserved hypothetical
PMM1038,CAE19497.1,None,conserved hypothetical protein
PMM1041,CAE19500.1,None,conserved hypothetical protein
PMM1042,CAE19501.1,None,conserved hpothetical protein
PMM1044,CAE19503.1,rbsK,possible pfkB family carbohydrate kinase
PMM1045,CAE19504.1,None,conserved hypothetical
PMM1046,CAE19505.1,None,"possible multidrug efflux transporter, MFS family"
PMM1047,CAE19506.1,None,conserved hypothetical protein
PMM1048,CAE19507.1,None,"putative ABC transporter, oligopeptides"
PMM1049,CAE19508.1,None,"ABC transporter, substrate binding protein, possibly oligopeptides"
PMM1050,CAE19509.1,None,conserved hypothetical protein
PMM1051,CAE19510.1,"thrA,hom",Homoserine dehydrogenase:ACT domain
PMM1052,CAE19511.1,None,conserved hypothetical protein
PMM1053,CAE19512.1,None,conserved hypothetical protein
PMM1054,CAE19513.1,ruvC,Crossover junction endodeoxyribonuclease RuvC
PMM1055,CAE19514.1,chlI,"Protoporphyrin IX Magnesium chelatase, ChlI subunit"
PMM1056,CAE19515.1,None,probable tRNA/rRNA methyltransferase
PMM1057,CAE19516.1,cytM,cytochrome cM
PMM1059,CAE19518.1,None,conserved hypothetical protein
PMM1060,CAE19519.1,None,Glutamine amidotransferase class-I
PMM1061,CAE19520.1,trxA,Thioredoxin
PMM1062,CAE19521.1,guaB,putative IMP dehydrogenase
PMM1063,CAE19522.1,gyrA,"DNA gyrase/topoisomerase IV, subunit A"
PMM1064,CAE19523.1,crtL1,putative lycopene beta cyclase
PMM1065,CAE19524.1,None,conserved hypothetical protein
PMM1066,CAE19525.1,leuA,2-isopropylmalate synthase
PMM1068,CAE19527.1,None,conserved hypothetical protein
PMM1069,CAE19528.1,folD,putuative bifunctional Methylenetetrahydrofolate dehydrogenase Methenyltetrahydrofolate/cyclohydrolase
PMM1070,CAE19529.1,crtE,Polyprenyl synthetase
PMM1071,CAE19530.1,None,conserved hypothetical protein
PMM1072,CAE19531.1,"cbiA,cobB","putative Cobyrinic acid a,c-diamide synthase"
PMM1073,CAE19532.1,None,Putative glucose 6-phosphate dehydrogenase effector OpcA
PMM1074,CAE19533.1,zwf,Glucose-6-phosphate dehydrogenase
PMM1075,CAE19534.1,petH,ferredoxin-NADP oxidoreductase (FNR)
PMM1076,CAE19535.1,None,conserved hypothetical protein
PMM1077,CAE19536.1,None,two-component sensor histidine kinase
PMM1078,CAE19537.1,None,conserved hypothetical
PMM1079,CAE19538.1,None,possible Villin headpiece domain
PMM1080,CAE19539.1,kprS,Ribose-phosphate pyrophosphokinase
PMM1081,CAE19540.1,malQ,Putative 4-alpha-glucanotransferase
PMM1082,CAE19541.1,None,possible Helix-turn-helix
PMM1083,CAE19542.1,None,possible kinase
PMM1084,CAE19543.1,cad,Orn/Lys/Arg decarboxylases family 1
PMM1085,CAE19544.1,None,Phosphatidate cytidylyltransferase
PMM1086,CAE19545.1,todF,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase"
PMM1087,CAE19546.1,gldA,putative glycerol dehydrogenase
PMM1088,CAE19547.1,clpC,ClpC
PMM1089,CAE19548.1,None,putative ribosomal-protein-alanine acetyltransferase
PMM1090,CAE19549.1,lysA,Diaminopimelate decarboxylase
PMM1091,CAE19550.1,None,conserved hypothetical protein
PMM1092,CAE19551.1,uppS,Undecaprenyl pyrophosphate synthetase (UPPS)
PMM1093,CAE19552.1,BioB,Biotin synthase
PMM1094,CAE19553.1,None,conserved hypothetical protein
PMM1095,CAE19554.1,F2J10.13,conserved hypothetical protein
PMM1096,CAE19555.1,"lipA,lip",Lipoate synthase
PMM1097,CAE19556.1,recR,RecR protein
PMM1098,CAE19557.1,psbP,photosystem II oxygen evolving complex protein PsbP
PMM1099,CAE19558.1,None,"ABC transporter, multidrug efflux family"
PMM1101,CAE19560.1,None,putative ATP-dependent RNA helicase
PMM1102,CAE19561.1,recD,possible exodeoxyribonuclease V 67 kD polypeptide
PMM1103,CAE19562.1,recB,possible UvrD/REP helicase subunit B
PMM1104,CAE19563.1,None,conserved hypothetical protein
PMM1105,CAE19564.1,recC,possible exodeoxyribonuclease V subunit C 125 kD polypeptide
PMM1106,CAE19565.1,None,conserved hypothetical protein
PMM1107,CAE19566.1,pdxJ,Pyridoxal phosphate biosynthetic protein PdxJ
PMM1108,CAE19567.1,None,Phospholipid and glycerol acyltransferase (from 'motifs_6.msf')
PMM1109,CAE19568.1,None,conserved hypothetical protein
PMM1110,CAE19569.1,None,BolA-like protein
PMM1111,CAE19570.1,None,Glutaredoxin-related protein
PMM1113,CAE19572.1,None,two-component response regulator
PMM1114,CAE19573.1,None,conserved hypothetical protein
PMM1115,CAE19574.1,crtH,putative carotenoid isomerase
PMM1116,CAE19575.1,gidA,NAD binding site:Glucose inhibited division protein A family
PMM1119,CAE19578.1,som,possible porin
PMM1121,CAE19580.1,som,possible porin
PMM1122,CAE19581.1,apt,Phosphoribosyl transferase
PMM1123,CAE19582.1,hupE,putative hydrogenase accessory protein
PMM1131,CAE19590.1,None,conserved hypothetical protein
PMM1132,CAE19591.1,None,conserved hypothetical protein
PMM1135,CAE19594.1,hli14,possible high light inducible protein
PMM1138,CAE19597.1,None,probable GTP-binding protein
PMM1139,CAE19598.1,None,possible membrane fusion protein
PMM1140,CAE19599.1,polA,DNA polymerase I
PMM1141,CAE19600.1,cysS,Cysteinyl-tRNA synthetase
PMM1142,CAE19601.1,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase
PMM1143,CAE19602.1,None,conserved hypothetical protein
PMM1144,CAE19603.1,None,conserved hypothetical protein
PMM1145,CAE19604.1,pntB,"putative nicotinamide nucleotide transhydrogenase, subunit beta"
PMM1146,CAE19605.1,pntA-2,"putative nicotinamide nucleotide transhydrogenase, subunit alpha 2 (A2)"
PMM1147,CAE19606.1,pntA-1,"putative nicotinamide nucleotide transhydrogenase, subunit alpha 1 (A1)"
PMM1148,CAE19607.1,None,possible EF-1 guanine nucleotide exchange doma
PMM1150,CAE19609.1,None,putative thioredoxin reductase
PMM1151,CAE19610.1,infA,translation initiation factor IF-1
PMM1966,CAP16471.1,None,Conserved hypothetical protein
PMM1152,CAE19611.1,ycf39,putative chaperon-like protein for quinone binding in photosystem II
PMM1153,CAE19612.1,None,predicted alpha/beta hydrolase superfamily protein
PMM1154,CAE19613.1,ilvH,Acetolactate synthase small subunit
PMM1155,CAE19614.1,ppiA,Cyclophilin-type peptidyl-prolyl cis-trans isomerase
PMM1156,CAE19615.1,None,photosystem I assembly related protein Ycf4
PMM1157,CAE19616.1,psbD,Photosystem II PsbD protein (D2)
PMM1158,CAE19617.1,psbC,Photosystem II PsbC protein (CP43)
PMM1159,CAE19618.1,None,Maf-like protein
PMM1160,CAE19619.1,cobB,Cobyric acid synthase CobB
PMM1161,CAE19620.1,None,conserved hypothetical protein
PMM1164,CAE19623.1,"futA,sfuA, idiA","putative iron ABC transporter, substrate binding protein"
PMM1165,CAE19624.1,glyQ,Glycyl-tRNA synthetase alpha subunit
PMM1166,CAE19625.1,None,conserved hypothetical protein
PMM1168,CAE19627.1,F4P13.20,conserved hypothetical protein
PMM1170,CAE19629.1,None,conserved hypothetical protein
PMM1172,CAE19631.1,None,conserved hypothetical protein
PMM1174,CAE19633.1,None,hypothetical
PMM1175,CAE19634.1,None,"possible AEC transporter family, substrate unknown"
PMM1177,CAE19636.1,None,conserved hypothetical protein
PMM1178,CAE19637.1,None,Glycosyl transferases group 1
PMM1179,CAE19638.1,None,"putative SMR family transporter, possible pecM homologue"
PMM1180,CAE19639.1,sppA,signal peptide peptidase SppA (protease IV)
PMM1181,CAE19640.1,tyrA,Chorismate mutase
PMM1182,CAE19641.1,None,conserved hypothetical protein
PMM1184,CAE19643.1,rnpA,Bacterial ribonuclease P protein component
PMM1185,CAE19644.1,None,conserved hypothetical protein
PMM1186,CAE19645.1,None,Putative inner membrane protein; similar to 60 kDa inner membrane protein family
PMM1187,CAE19646.1,None,conserved hypothetical
PMM1188,CAE19647.1,serS,Seryl-tRNA synthetase
PMM1189,CAE19648.1,None,conserved hypothetical protein
PMM1190,CAE19649.1,"rps14, rpsN",30S Ribosomal protein S14
PMM1191,CAE19650.1,pnp,polyribonucleotide nucleotidyltransferase
PMM1192,CAE19651.1,None,CysQ protein homolog
PMM1193,CAE19652.1,None,putative tetrapyrrole methylase family protein
PMM1195,CAE19654.1,None,conserved hypothetical protein
PMM1196,CAE19655.1,manC,GDP-mannose pyrophosphorylase
PMM1200,CAE19659.1,None,"Glycosyl transferase, family 2"
PMM1201,CAE19660.1,None,Putative CDP-tyvelose-2-epimerase (RfbE)
PMM1202,CAE19661.1,None,possible nucleoside-diphosphate-sugar epimerase
PMM1203,CAE19662.1,rfbG,"CDP-glucose 4,6-dehydratase"
PMM1204,CAE19663.1,"ddhA, rfbF",glucose-1-phosphate cytidylyltransferase
PMM1205,CAE19664.1,None,"NDP-hexose 3,4-dehydratase"
PMM1207,CAE19666.1,None,Putative fucose synthetase
PMM1208,CAE19667.1,gmd,"GDPmannose 4,6-dehydratase"
PMM1209,CAE19668.1,galE,UDP-glucose-4-epimerase
PMM1210,CAE19669.1,None,Putative nucleotide sugar epimerase
PMM1216,CAE19675.1,None,Putative sugar-phosphate nucleotidyl transferase
PMM1219,CAE19678.1,None,putative nucleoside-diphosphate sugar epimerase
PMM1227,CAE19686.1,None,putative UDP-N-acetylglucosamine-1-phosphate transferase
PMM1229,CAE19688.1,None,"Dehydrogenase, E1 component"
PMM1230,CAE19689.1,None,dehydrogenase E1 component beta subunit
PMM1235,CAE19694.1,None,possible N-terminal fragment of transketolase
PMM1236,CAE19695.1,None,unknown
PMM1239,CAE19698.1,hetA,ABC transporter
PMM1240,CAE19699.1,None,methyltransferase
PMM1243,CAE19702.1,None,possible methyltransferase
PMM1256,CAE19715.1,None,"putative glycosyl transferase, family 2"
PMM1258,CAE19717.1,None,pyridoxal-phosphate-dependent aminotransferase
PMM1259,CAE19718.1,None,pyridoxal-phosphate-dependent aminotransferase
PMM1260,CAE19719.1,None,Nucleoside-diphosphate-sugar epimerase
PMM1261,CAE19720.1,ugd,UDP-glucose 6-dehydrogenase
PMM1262,CAE19721.1,lexA,"SOS function regulatory protein, LexA repressor"
PMM1263,CAE19722.1,None,ornithine carbamoyltransferase
PMM1264,CAE19723.1,ftsH3,cell division protein FtsH3
PMM1265,CAE19724.1,ribD,putative Diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase
PMM1266,CAE19725.1,None,conserved hypothetical protein
PMM1267,CAE19726.1,None,conserved hypothetical
PMM1268,CAE19727.1,cobL,putative precorrin-6y methylase
PMM1269,CAE19728.1,None,predicted sugar kinase
PMM1270,CAE19729.1,pheS,Phenylalanyl-tRNA synthetase alpha chain
PMM1271,CAE19730.1,surE,Survival protein SurE
PMM1272,CAE19731.1,None,conserved hypothetical protein
PMM1273,CAE19732.1,ribF,putative riboflavin kinase/FAD synthase
PMM1274,CAE19733.1,thiE,Thiamine monophosphate synthase (TMP)
PMM1275,CAE19734.1,None,DUF170
PMM1278,CAE19737.1,None,putative circadian phase modifier CpmA homolog
PMM1279,CAE19738.1,None,conserved hypothetical protein
PMM1280,CAE19739.1,None,"putative bifuntional enzyme: tRNA methyltransferase; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
PMM1281,CAE19740.1,None,GTP-binding protein ERA homolog
PMM1282,CAE19741.1,None,conserved hypothetical protein
PMM1283,CAE19742.1,None,conserved hypothetical protein
PMM1284,CAE19743.1,"phoH,psiH",PhoH-like phosphate starvation-inducible protein
PMM1285,CAE19744.1,"rps16, rpsP",30S Ribosomal protein S16
PMM1286,CAE19745.1,ffh,signal recognition particle protein (SRP54)
PMM1287,CAE19746.1,None,conserved hypothetical protein
PMM1288,CAE19747.1,pdhA,Pyruvate dehydrogenase E1 alpha subunit
PMM1289,CAE19748.1,None,"Type II alternative RNA polymerase sigma factor, sigma-70 family"
PMM1291,CAE19750.1,None,tRNA methyl transferase
PMM1292,CAE19751.1,None,possible apolipoprotein n-acyltransferase
PMM1293,CAE19752.1,None,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)
PMM1297,CAE19756.1,trpC,Indole-3-glycerol phosphate synthase
PMM1298,CAE19757.1,lpdA,putative dihydrolipoamide dehydrogenase
PMM1299,CAE19758.1,spoU,tRNA/rRNA methyltransferase (SpoU)
PMM1300,CAE19759.1,putative murA,UDP-N-glucosamine 1-carboxyvinyltransferase
PMM1301,CAE19760.1,argD,N-acetylornithine aminotransferase
PMM1302,CAE19761.1,folC,putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase
PMM1303,CAE19762.1,None,conserved hypothetical protein
PMM1304,CAE19763.1,codA,possible cytosine deaminase
PMM1305,CAE19764.1,None,conserved hypothetical protein
PMM1306,CAE19765.1,ddlA,D-alanine--D-alanine ligase
PMM1307,CAE19766.1,None,conserved hypothetical protein
PMM1308,CAE19767.1,None,conserved hypothetical protein
PMM1309,CAE19768.1,ftsZ,Cell division protein FtsZ:Tubulin/FtsZ family
PMM1310,CAE19769.1,panB,putative Ketopantoate hydroxymethyltransferase
PMM1311,CAE19770.1,None,Oxygen-independent coproporphyrinogen III oxidase
PMM1312,CAE19771.1,None,conserved hypothetical protein
PMM1313,CAE19772.1,clpP4,Clp protease proteolytic subunit
PMM1314,CAE19773.1,clpP3,Clp protease proteolytic subunit
PMM1315,CAE19774.1,ilvC,Ketol-acid reductoisomerase
PMM1316,CAE19775.1,cobD,putative cobalamin biosynthetic protein
PMM1317,CAE19776.1,hli13,possible high light inducible protein
PMM1321,CAE19780.1,None,Bacterial histone-like DNA-binding protein
PMM1322,CAE19781.1,glgX,Putative isoamylase
PMM1323,CAE19782.1,None,putative GPH family sugar transporter
PMM1324,CAE19783.1,None,"possible transporter, membrane component"
PMM1325,CAE19784.1,None,conserved hypothetical protein
PMM1326,CAE19785.1,None,conserved hypothetical protein
PMM1327,CAE19786.1,None,conserved hypothetical protein
PMM1328,CAE19787.1,pyrF,orotidine 5'-phosphate decarboxylase
PMM1329,CAE19788.1,tyrS,Tyrosyl-tRNA synthetase
PMM1330,CAE19789.1,None,conserved hypothetical protein
PMM1331,CAE19790.1,None,conserved hypothetical protein
PMM1332,CAE19791.1,None,Cytosol aminopeptidase
PMM1333,CAE19792.1,None,Peptide methionine sulfoxide reductase
PMM1334,CAE19793.1,lpxB,Lipid-A-disaccharide synthetase
PMM1335,CAE19794.1,lpxA,UDP-N-acetylglucosamine acyltransferase
PMM1336,CAE19795.1,None,Putative (3R)-hydroxymyristoyl-[acyl carrier protein
PMM1337,CAE19796.1,lpxC,UDP-3-0-acyl N-acetylglucosamine deacetylase
PMM1338,CAE19797.1,None,chloroplast outer envelope membrane protein homolog
PMM1339,CAE19798.1,purC,SAICAR synthetase
PMM1340,CAE19799.1,purD,phosphoribosylglycinamide synthetase
PMM1341,CAE19800.1,nblS,two-component sensor histidine kinase
PMM1342,CAE19801.1,kaiC,possible circadian clock protein KaiC
PMM1343,CAE19802.1,kaiB,possible circadian oscillation regulator KaiB
PMM1344,CAE19803.1,"rpl21, rplU",50S ribosomal protein L21
PMM1345,CAE19804.1,"rpl27, rpmA",50S ribosomal protein L27
PMM1346,CAE19805.1,None,conserved hypothetical protein
PMM1347,CAE19806.1,truB,Putative tRNA pseudouridine 55 synthase
PMM1348,CAE19807.1,spoIID,possible sporulation protein SpoIID
PMM1349,CAE19808.1,None,conserved hypothetical protein
PMM1350,CAE19809.1,None,Pentapeptide repeats
PMM1351,CAE19810.1,None,conserved hypothetical protein
PMM1352,CAE19811.1,petF,ferredoxin
PMM1353,CAE19812.1,prmA,putative methyltransferase for Ribosomal protein L11
PMM1354,CAE19813.1,serA,putative D-3-phosphoglycerate dehydrogenase (PGDH)
PMM1355,CAE19814.1,None,conserved hypothetical protein
PMM1356,CAE19815.1,None,conserved hypothetical protein
PMM1358,CAE19817.1,None,conserved hypothetical protein
PMM1359,CAE19818.1,None,conserved hypothetical protein
PMM1360,CAE19819.1,None,similar to DNA photolyase
PMM1361,CAE19820.1,None,Short-chain dehydrogenase/reductase (SDR) superfamily
PMM1364,CAE19823.1,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase
PMM1366,CAE19825.1,None,DUF209
PMM1367,CAE19826.1,None,conserved hypothetical protein
PMM1368,CAE19827.1,None,conserved hypothetical protein
PMM1370,CAE19829.1,None,conserved hypothetical protein
PMM1371,CAE19830.1,None,conserved hypothetical protein
PMM1376,CAE19835.1,rbpD,RNA-binding protein RbpD
PMM1378,CAE19837.1,"des,yocE","Fatty acid desaturase, type 2"
PMM1990,CAP16495.1,None,Conserved hypothetical protein
PMM1380,CAE19839.1,None,unknown
PMM1381,CAE19840.1,None,conserved hypothetical protein
PMM1383,CAE19842.1,None,conserved hypothetical protein
PMM1386,CAE19845.1,None,possible permease
PMM2002,None,None,None
PMM1387,CAE19846.1,None,hypothetical
PMM1388,CAE19847.1,None,conserved hypothetical protein
PMM1389,CAE19848.1,None,possible Trypsin
PMM2004,CAP16509.1,None,Conserved hypothetical protein
PMM1398,CAE19857.1,hli7,possible high light inducible protein
PMM1400,CAE19859.1,None,possible Hemagglutinin-neuraminidase
PMM1403,CAE19862.1,None,HNH endonuclease:HNH nuclease
PMM1409,CAE19868.1,None,possible Rubredoxin
PMM1414,CAE19873.1,None,None
PMM1417,CAE19876.1,None,Staphylococcus nuclease (SNase) homologues
PMM1422,CAE19881.1,None,conserved hypothetical protein
PMM1425,CAE19884.1,None,"Serine proteases, trypsin family:HtrA/DegQ protease family"
PMM1428,CAE19887.1,None,conserved hypothetical protein
PMM1429,CAE19888.1,None,conserved hypothetical protein
PMM1430,CAE19889.1,None,conserved hypothetical protein
PMM1431,CAE19890.1,rpoZ,putative DNA-directed RNA polymerase (omega chain)
PMM1432,CAE19891.1,None,putative DnaK-type molecular chaperone (HSP70 family)
PMM1433,CAE19892.1,None,Phosphoribosyl transferase
PMM1434,CAE19893.1,pgmI,"Phosphoglycerate mutase, co-factor-independent (iPGM)"
PMM1435,CAE19894.1,None,conserved hypothetical protein
PMM1436,CAE19895.1,groEL,GroEL protein (Chaperonin cpn60)
PMM1437,CAE19896.1,groES,GroES protein (Chaperonin cpn10)
PMM1438,CAE19897.1,atpB,H+-transporting ATP synthase beta subunit
PMM1439,CAE19898.1,"atpC,atpE","ATP synthase, Epsilon subunit"
PMM1440,CAE19899.1,None,conserved hypothetical protein
PMM1442,CAE19901.1,pepP,putative aminopeptidase P
PMM1443,CAE19902.1,None,Domain of unknown function DUF21
PMM1444,CAE19903.1,None,conserved hypothetical protein
PMM1445,CAE19904.1,None,Putative nicotinate-nucleotide adenylyltransferase
PMM1446,CAE19905.1,None,Carbon-nitrogen hydrolase:NAD+ synthase
PMM1447,CAE19906.1,None,conserved hypothetical protein
PMM1449,CAE19908.1,petF,ferredoxin
PMM1450,CAE19909.1,atpC,ATP synthase gamma subunit
PMM1451,CAE19910.1,atpA,H+-transporting ATP synthase alpha-subunit
PMM1452,CAE19911.1,"atpH,atpD","ATP synthase, delta (OSCP) subunit"
PMM1453,CAE19912.1,atpF,ATP synthase B/B' CF(0)
PMM1454,CAE19913.1,atpG,ATP synthase B/B' CF(0)
PMM1455,CAE19914.1,None,H+-transporting ATP synthase c subunit
PMM1456,CAE19915.1,atpI,ATP synthase A subunit
PMM1457,CAE19916.1,atp1,possible ATP synthase subunit 1
PMM1458,CAE19917.1,ftsW,Cell division protein FtsW
PMM1459,CAE19918.1,ccdA,putative c-type cytochrome biogenesis protein CcdA
PMM1460,CAE19919.1,ycf44,putative c-type cytochrome biogenesis protein Ccs1
PMM1461,CAE19920.1,None,conserved hypothetical protein
PMM1462,CAE19921.1,None,conserved hypothetical protein
PMM1463,CAE19922.1,glnB,Nitrogen regulatory protein P-II
PMM1464,CAE19923.1,None,FtsJ cell division protein:S4 domain:Hemolysin A
PMM1465,CAE19924.1,purB,Fumarate lyase:Adenylosuccinate lyase
PMM1466,CAE19925.1,fumC,Fumarate lyase
PMM1467,CAE19926.1,None,putative DNA helicase
PMM1468,CAE19927.1,bioF,putative 8-amino-7-oxononanoate synthase
PMM1469,CAE19928.1,None,conserved hypothetical
PMM1470,CAE19929.1,None,conserved hypothetical protein
PMM1471,CAE19930.1,BioD,putative Dethiobiotin synthase
PMM1472,CAE19931.1,BioA,putative diaminopelargonic acid synthase
PMM1474,CAE19933.1,None,DnaJ-like protein
PMM1475,CAE19934.1,gidB,putative glucose inhibited division protein B
PMM1476,CAE19935.1,None,Aldo/keto reductase family
PMM1477,CAE19936.1,None,conserved hypothetical
PMM1478,CAE19937.1,None,conserved hypothetical protein
PMM1479,CAE19938.1,None,conserved hypothetical protein
PMM1480,CAE19939.1,None,conserved hypothetical protein
PMM1481,CAE19940.1,None,conserved hypothetical protein
PMM1482,CAE19941.1,hli3,possible high light inducible protein
PMM1483,CAE19942.1,rpoC2,RNA polymerase beta prime subunit
PMM1484,CAE19943.1,rpoC1,RNA polymerase gamma subunit
PMM1485,CAE19944.1,rpoB,RNA polymerase beta subunit
PMM1486,CAE19945.1,None,"possible deoxyribonuclease, TatD family"
PMM1487,CAE19946.1,"rpsT,rps20",30s Ribosomal protein S20
PMM1488,CAE19947.1,hisD,Histidinol dehydrogenase
PMM1489,CAE19948.1,"rpiA, cbbI",Ribose 5-phosphate isomerase
PMM1490,CAE19949.1,None,Serine protease
PMM1491,CAE19950.1,None,DUF150
PMM1492,CAE19951.1,nusA,N utilization substance protein A
PMM1493,CAE19952.1,None,conserved hypothetical protein
PMM1494,CAE19953.1,infB,Translation initiation factor IF-2
PMM1498,CAE19957.1,None,conserved hypothetical protein
PMM1499,CAE19958.1,None,conserved hypothetical protein
PMM1500,CAE19959.1,None,putative aminotransferase
PMM1501,CAE19960.1,None,S1 RNA binding domain:Ribonuclease E and G
PMM1502,CAE19961.1,None,Ribonuclease HII and HIII
PMM1503,CAE19962.1,None,conserved hypothetical protein
PMM1504,CAE19963.1,pheA,Chorismate mutase-Prephenate dehydratase
PMM1505,CAE19964.1,None,SAM (and some other nucleotide) binding motif
PMM1506,CAE19965.1,None,ATP-dependent protease La (LON) domain
PMM1507,CAE19966.1,"rpsJ,rps10",30S ribosomal protein S10
PMM1508,CAE19967.1,tufA,Elongation factor Tu
PMM1509,CAE19968.1,fusA,Elongation factor G
PMM1510,CAE19969.1,"rps7, rpsG",30S ribosomal protein S7
PMM1511,CAE19970.1,"rps12, rpsL",30S ribosomal protein S12
PMM1512,CAE19971.1,"glsF, gltS","Ferredoxin-dependent glutamate synthase, Fd-GOGAT"
PMM1513,CAE19972.1,None,conserved hypothetical protein
PMM1514,CAE19973.1,lipA,lipoic acid synthetase
PMM1517,CAE19976.1,None,conserved hypothetical protein
PMM1518,CAE19977.1,None,conserved hypothetical proein
PMM1519,CAE19978.1,psaL,Photosystem I PsaL protein (subunit XI)
PMM1520,CAE19979.1,psaI,photosystem I subunit VIII (PsaI)
PMM1522,CAE19981.1,None,"Glycosyl transferase, family 2"
PMM1523,CAE19982.1,psaB,Photosystem I PsaB protein
PMM1524,CAE19983.1,psaA,Photosystem I PsaA protein
PMM1525,CAE19984.1,cbiG/cobJ fusion,bifunctional cbiH protien and PRECORRIN-3B C17-METHYLTRANSFERASE
PMM1526,CAE19985.1,hisB,putative imidazoleglycerol-phosphate dehydratase
PMM1527,CAE19986.1,alr,putative Alanine racemase
PMM1528,CAE19987.1,None,HNH endonuclease family protein
PMM1529,CAE19988.1,"prfA,sueB",peptide chain release factor RF-1
PMM1530,CAE19989.1,"rpl31, rpmE",50S ribosomal protein L31
PMM1531,CAE19990.1,"rps9, rpsI",30S ribosomal protein S9
PMM1532,CAE19991.1,"rpl13, rplM",50S ribosomal protein L13
PMM1533,CAE19992.1,truA,tRNA pseudouridine synthase A
PMM1534,CAE19993.1,"rpl17, rplQ",50S ribosomal protein L17
PMM1535,CAE19994.1,rpoA,"Bacterial RNA polymerase, alpha chain"
PMM1536,CAE19995.1,"rps11, rpsK",30S ribosomal protein S11
PMM1537,CAE19996.1,"rps13, rpsM",30S ribosomal protein S13
PMM1539,CAE19998.1,adk,Adenylate kinase
PMM1540,CAE19999.1,secY,preprotein translocase SecY subunit
PMM1541,CAE20000.1,"rpl15, rplO",50S ribosomal protein L15
PMM1542,CAE20001.1,"rpsE,rps5",30S ribosomal protein S5
PMM1543,CAE20002.1,"rpl18, rplR",50S ribosomal protein L18
PMM1544,CAE20003.1,"rpl6, rplF",50S ribosomal protein L6
PMM1545,CAE20004.1,"rps8, rpsH",30S ribosomal protein S8
PMM1546,CAE20005.1,"rpl5, rplE",50S ribosomal protein L5
PMM1547,CAE20006.1,"rpl24, rplX",50S ribosomal protein L24
PMM1548,CAE20007.1,"rpl14, rplN",50S Ribosomal protein L14
PMM1549,CAE20008.1,"rps17, rpsQ",30S Ribosomal protein S17
PMM1550,CAE20009.1,"rpl29, rpmC",50S ribosomal protein L29
PMM1551,CAE20010.1,"rpl16, rplP",50S ribosomal protein L16
PMM1552,CAE20011.1,"rps3, rpsC",30S ribosomal protein S3
PMM1553,CAE20012.1,"rpl22, rplV",50S ribosomal protein L22
PMM1554,CAE20013.1,"rps19, rpsS",30S Ribosomal protein S19
PMM1555,CAE20014.1,"rpl2, rplB",50S ribosomal protein L2
PMM1556,CAE20015.1,"rpl23, rplW",50S ribosomal protein L23
PMM1557,CAE20016.1,"rpl4, rplD",50S ribosomal protein L4
PMM1558,CAE20017.1,"rpl3, rplC",50S ribosomal protein L3
PMM1559,CAE20018.1,None,conserved hypothetical protein
PMM1560,CAE20019.1,None,conserved hypothetical protein
PMM1561,CAE20020.1,None,conserved hypothetical protein
PMM1562,CAE20021.1,recA,RecA bacterial DNA recombination protein
PMM1563,CAE20022.1,None,conserved hypothetical protein
PMM1564,CAE20023.1,None,conserved hypothetical protein
PMM1565,CAE20024.1,None,Prephenate dehydrogenase
PMM1566,CAE20025.1,None,conserved hypothetical protein
PMM1568,CAE20027.1,None,conserved hypothetical protein
PMM1569,CAE20028.1,moeB,molybdopterin biosynthesis protein
PMM1570,CAE20029.1,None,ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PMM1571,CAE20030.1,None,conserved hypothetical protein
PMM1572,CAE20031.1,None,DUF206
PMM1573,CAE20032.1,recF,putative DNA repair and genetic recombination protein RecF
PMM1574,CAE20033.1,None,conserved hypothetical protein
PMM1575,CAE20034.1,ppc,Phosphoenolpyruvate carboxylase
PMM1576,CAE20035.1,None,conserved hypothetical protein
PMM1577,CAE20036.1,trpE,Anthranilate synthase component I and chorismate binding enzyme
PMM1578,CAE20037.1,psaD,Photosystem I protein PsaD
PMM1579,CAE20038.1,None,conserved hypothetical protein
PMM1580,CAE20039.1,rodA,None
PMM1581,CAE20040.1,None,MRP protein homolog
PMM1582,CAE20041.1,hemF,Coproporphyrinogen III oxidase
PMM1583,CAE20042.1,None,conserved hypothetical protein
PMM1584,CAE20043.1,rnd,putative ribonuclease D
PMM1585,CAE20044.1,None,conserved hypothetical protein
PMM1586,CAE20045.1,None,conserved hypothetical protein
PMM1588,CAE20047.1,None,possible Conserved carboxylase domain
PMM1589,CAE20048.1,"purM,purG",phosphoribosyl formylglycinamidine cyclo-ligase
PMM1590,CAE20049.1,"panC, cmk",putative bifunctional enzyme; pantothenate synthetase/cytidylate kinase
PMM1591,CAE20050.1,None,Low molecular weight phosphotyrosine protein phosphatase
