Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMN2A_0218,AAZ57710.1,None,rieske 2Fe-2S family protein,SynWH8103_00976,CRY91713.1,pao,pheophorbide a oxygenase,1.39254E-15,,,,,,,,,,
PMN2A_0221,AAZ57713.1,None,UDP-galactose 4-epimerase,SynWH8103_00212,CRY90962.1,galE,UDP-glucose 4-epimerase,4.47364E-117,SynWH8103_00498,CRY91243.1,galE,UDP-glucose 4-epimerase,5.14097E-116,SynWH8103_00221,CRY90971.1,None,NAD dependent epimerase/dehydratase,2.70635E-21
PMN2A_0222,AAZ57714.1,None,asparaginase,SynWH8103_00946,CRY91684.1,None,L-asparaginase II family protein,1.35821E-143,,,,,,,,,,
PMN2A_0223,AAZ57715.1,None,conserved hypothetical protein,SynWH8103_00945,CRY91683.1,None,conserved hypothetical protein,1.41308E-44,,,,,,,,,,
PMN2A_0224,AAZ57716.1,None,Iojap-related protein,SynWH8103_00944,CRY91682.1,None,oligomerisation domain protein,1.06519E-50,,,,,,,,,,
PMN2A_0225,AAZ57717.1,None,uncharacterized membrane protein,SynWH8103_00943,CRY91681.1,None,conserved hypothetical protein,9.16824E-135,,,,,,,,,,
PMN2A_0226,AAZ57718.1,None,carbamoyl-phosphate synthase large subunit,SynWH8103_00942,CRY91680.1,carB,"carbamoyl-phosphate synthase, large subunit",0.00000E+00,,,,,,,,,,
PMN2A_0227,AAZ57719.1,None,Mg-protoporphyrin IX monomethyl ester (oxidative) cyclase,SynWH8103_01332,CRY92061.1,acsF,Mg-protoporphyrin IX monomethylester oxidative cyclase,7.20410E-83,,,,,,,,,,
PMN2A_0228,AAZ57720.1,None,"ferredoxin, PetF like protein",SynWH8103_01413,CRY92140.1,petF,2Fe-2S ferredoxin,1.05813E-52,SynWH8103_00576,CRY91319.1,petF,2Fe-2S ferredoxin,6.59663E-19,SynWH8103_00617,CRY91359.1,petF,2Fe-2S ferredoxin,2.44653E-14
PMN2A_0231,AAZ57723.1,None,2-hydroxy-3-oxopropionate reductase,SynWH8103_02674,CRY93353.1,None,NAD binding domain of 6-phosphogluconate dehydrogenase family protein,1.81060E-107,,,,,,,,,,
PMN2A_0233,AAZ57725.1,None,conserved hypothetical protein,SynWH8103_01182,CRY91912.1,None,conserved hypothetical protein,8.00606E-28,,,,,,,,,,
PMN2A_0234,AAZ57726.1,None,ATPase,SynWH8103_02756,CRY93435.1,evrA,ATP-binding cassette-type viologen exporter,1.19701E-164,SynWH8103_02114,CRY92829.1,None,"ABC-type multidrug transport system, ATPase component",1.99801E-30,SynWH8103_01595,CRY92322.1,None,ABC transporter family protein,5.58133E-24
PMN2A_0235,AAZ57727.1,None,putative multidrug efflux ABC transporter,SynWH8103_02755,CRY93434.1,evrB,"ATP-binding cassette-type viologen exporter, permease component",1.14392E-126,,,,,,,,,,
PMN2A_0236,AAZ57728.1,None,"conserved membrane protein, multidrug efflux associated",SynWH8103_02754,CRY93433.1,evrC,ATP-binding cassette-type viologen exporter,1.84760E-96,,,,,,,,,,
PMN2A_0237,AAZ57729.1,None,"Mn2+ and Fe2+ transporter, NRAMP family",SynWH8103_02723,CRY93402.1,None,"putative Mn2+/Fe2+ transporter, NRAMP family",0.00000E+00,,,,,,,,,,
PMN2A_0239,AAZ57731.1,None,putative purine phosphoribosyltransferase related protein,SynWH8103_02068,CRY92786.1,None,phosphoribosyl transferase domain protein,9.83771E-43,,,,,,,,,,
PMN2A_0243,AAZ57735.1,None,hypothetical protein,SynWH8103_01486,CRY92213.1,None,conserved hypothetical protein,1.22876E-22,,,,,,,,,,
PMN2A_0244,AAZ57736.1,None,uncharacterized conserved membrane protein,SynWH8103_01653,CRY92379.1,None,sulfite exporter TauE/SafE family protein,3.97281E-81,,,,,,,,,,
PMN2A_0245,AAZ57737.1,None,Vng0271c-like protein,SynWH8103_02816,CRY93494.1,gpgS,Glucosyl-3-phosphoglycerate synthase,0.00000E+00,,,,,,,,,,
PMN2A_0246,AAZ57738.1,None,"alpha amylase, catalytic subdomain",SynWH8103_02815,CRY93493.1,gmgG,possible glucosyl(mannosyl)glycerate-glucosidase,0.00000E+00,,,,,,,,,,
PMN2A_0247,AAZ57739.1,None,HAD-superfamily hydrolase subfamily IIB:HAD-superfamily hydrolase YedP,SynWH8103_02814,CRY93492.1,gpgP,Glucosyl-3-phosphoglycerate phosphatase,5.61936E-80,,,,,,,,,,
PMN2A_0248,AAZ57740.1,None,phosphoribulokinase/uridine kinase family enzyme,SynWH8103_01344,CRY92072.1,None,phosphoribulokinase/uridine kinase family enzyme,1.23767E-68,,,,,,,,,,
PMN2A_0249,AAZ57741.1,None,conserved hypothetical protein,SynWH8103_00391,CRY91136.1,None,meiotically up-regulated gene 113 family protein,9.42857E-14,,,,,,,,,,
PMN2A_0252,AAZ57744.1,None,Undecaprenyl-diphosphatase,SynWH8103_02519,CRY93200.1,uppP,undecaprenyl-diphosphatase UppP,1.38887E-86,,,,,,,,,,
PMN2A_0254,AAZ57746.1,None,methionine sulfoxide reductase A,SynWH8103_01155,CRY91887.1,msrA1,peptide methionine sulfoxide reductase,3.58251E-115,SynWH8103_00643,CRY91385.1,msrA2,peptide methionine sulfoxide reductase,1.15243E-26,,,,,
PMN2A_0255,AAZ57747.1,None,uncharacterized membrane protein,SynWH8103_01156,CRY91888.1,None,putative membrane protein,1.00707E-38,,,,,,,,,,
PMN2A_0256,AAZ57748.1,None,ATPase,SynWH8103_01157,CRY91889.1,None,putative ABC multidrug efflux transporter,0.00000E+00,SynWH8103_00937,CRY91675.1,None,putative ABC multidrug efflux transporter,1.56766E-68,SynWH8103_01056,CRY91790.1,None,ABC transporter,3.01581E-67
PMN2A_0257,AAZ57749.1,None,conserved hypothetical protein,SynWH8103_01158,CRY91890.1,None,conserved hypothetical protein,5.73810E-30,,,,,,,,,,
PMN2A_0258,AAZ57750.1,None,anthranilate phosphoribosyltransferase,SynWH8103_01159,CRY91891.1,trpD2,anthranilate phosphoribosyltransferase 2,1.65719E-129,,,,,,,,,,
PMN2A_0259,AAZ57751.1,None,carbamoyl-phosphate synthase small subunit,SynWH8103_01160,CRY91892.1,carA,carbamoyl-phosphate synthase small subunit,5.24906E-178,,,,,,,,,,
PMN2A_0260,AAZ57752.1,None,anti-anti-sigma regulatory factor,SynWH8103_01161,CRY91893.1,None,anti-anti-sigma factor family protein,1.24550E-46,,,,,,,,,,
PMN2A_0261,AAZ57753.1,None,conserved hypothetical protein,SynWH8103_01162,CRY91894.1,None,ribonuclease III domain protein,4.69485E-49,,,,,,,,,,
PMN2A_0262,AAZ57754.1,None,"RNA methyltransferase TrmH, group 3",SynWH8103_01163,CRY91895.1,None,RNA 2'-O ribose methyltransferase substrate binding family protein,1.82116E-134,SynWH8103_01912,CRY92632.1,trmH,tRNA guanosine-2'-O-methyltransferase,5.86855E-16,,,,,
PMN2A_0263,AAZ57755.1,None,conserved hypothetical protein,SynWH8103_01164,CRY91896.1,None,conserved hypothetical protein,6.05373E-31,,,,,,,,,,
PMN2A_0264,AAZ57756.1,None,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A,SynWH8103_01165,CRY91897.1,gatA,glutamyl-tRNA(Gln) amidotransferase subunit A,0.00000E+00,,,,,,,,,,
PMN2A_0265,AAZ57757.1,None,"DNA polymerase III, alpha subunit",SynWH8103_01166,CRY91898.1,dnaE,"DNA polymerase III, alpha subunit",0.00000E+00,,,,,,,,,,
PMN2A_0266,AAZ57758.1,None,hypothetical protein,SynWH8103_01167,CRY91899.1,None,conserved hypothetical protein,2.22038E-45,,,,,,,,,,
PMN2A_0267,AAZ57759.1,None,SSU ribosomal protein S15P,SynWH8103_01168,CRY91900.1,rpsO,30S ribosomal protein S15,1.26172E-48,,,,,,,,,,
PMN2A_0268,AAZ57760.1,None,Holliday junction DNA helicase subunit RuvA,SynWH8103_01169,CRY91901.1,ruvA,holliday junction ATP-dependent DNA helicase RuvA,2.46792E-40,,,,,,,,,,
PMN2A_0270,AAZ57762.1,None,"permease of the drug/metabolite transporter, DMT superfamily",SynWH8103_01172,None,None,None,8.70890E-91,,,,,,,,,,
PMN2A_0271,AAZ57763.1,None,DNA primase,SynWH8103_01174,CRY91905.1,dnaG,DNA primase,0.00000E+00,,,,,,,,,,
PMN2A_0272,AAZ57764.1,None,conserved hypothetical protein,SynWH8103_01178,CRY91908.1,None,conserved hypothetical protein,3.38019E-23,,,,,,,,,,
PMN2A_0274,AAZ57766.1,None,DNA-directed DNA polymerase,SynWH8103_01179,CRY91910.1,umuC,"DNA polymerase V, subunit C",1.74905E-152,,,,,,,,,,
PMN2A_0275,AAZ57767.1,None,"SOS response UmuD protein, Serine peptidase, MEROPS family S24",SynWH8103_01180,CRY91911.1,umuD,"DNA polymerase V, subunit D",1.38403E-52,,,,,,,,,,
PMN2A_0276,AAZ57768.1,None,conserved hypothetical protein,SynWH8103_01183,CRY91914.1,rlmH,ribosomal RNA large subunit methyltransferase H,1.28574E-56,,,,,,,,,,
PMN2A_0277,AAZ57769.1,None,conserved hypothetical protein,SynWH8103_01184,CRY91915.1,None,conserved hypothetical protein,1.71575E-24,,,,,,,,,,
PMN2A_0278,AAZ57770.1,None,dimethyladenosine transferase,SynWH8103_01187,CRY91918.1,ksgA,dimethyladenosine transferase,9.57370E-102,,,,,,,,,,
PMN2A_0279,AAZ57771.1,None,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,SynWH8103_01188,CRY91919.1,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4.98981E-103,,,,,,,,,,
PMN2A_0280,AAZ57772.1,None,conserved hypothetical protein,SynWH8103_01189,CRY91920.1,None,conserved hypothetical protein,4.24599E-30,,,,,,,,,,
PMN2A_0281,AAZ57773.1,None,pyruvate dehydrogenase E1 beta subunit,SynWH8103_01190,CRY91921.1,None,transketolase,0.00000E+00,SynWH8103_01432,CRY92159.1,dxs,1-deoxy-D-xylulose-5-phosphate synthase,2.93552E-15,,,,,
PMN2A_0282,AAZ57774.1,None,SecD/SecF/SecDF export membrane protein:SecD export membrane protein,SynWH8103_01191,CRY91922.1,secD,Preprotein translocase SecD subunit,0.00000E+00,,,,,,,,,,
PMN2A_0283,AAZ57775.1,None,protein translocase subunit secF,SynWH8103_01192,CRY91923.1,secF,Preprotein translocase SecF subunit,3.58442E-121,,,,,,,,,,
PMN2A_0285,AAZ57777.1,None,protein family PM-1,SynWH8103_00325,CRY91072.1,None,conserved hypothetical protein,1.01860E-16,,,,,,,,,,
PMN2A_0288,AAZ57780.1,None,conserved hypothetical protein,SynWH8103_01655,CRY92382.1,None,conserved hypothetical protein,2.59696E-16,,,,,,,,,,
PMN2A_0289,AAZ57781.1,None,conserved hypothetical protein,SynWH8103_01449,CRY92176.1,None,conserved hypothetical protein,1.43857E-29,,,,,,,,,,
PMN2A_0291,AAZ57783.1,None,conserved hypothetical protein,SynWH8103_01444,CRY92171.1,psb29,photosystem II biogenesis protein Psb29,9.27005E-53,,,,,,,,,,
PMN2A_0292,AAZ57784.1,None,ATP-dependent Clp protease proteolytic subunit ClpP,SynWH8103_01443,CRY92170.1,clpP1,Protease subunit of ATP-dependent Clp protease,3.40966E-130,SynWH8103_00066,CRY90822.1,clpP2,Protease subunit of ATP-dependent Clp protease,5.14955E-93,SynWH8103_01880,CRY92602.1,clpP3,Protease subunit of ATP-dependent Clp protease,6.59234E-75
PMN2A_0293,AAZ57785.1,None,membrane protease FtsH catalytic subunit,SynWH8103_01440,CRY92167.1,ftsH2,photosystem II D1 repair protein FtsH2,0.00000E+00,SynWH8103_00334,CRY91080.1,ftsH1,possible photosystem II D1 repair protein FtsH1,0.00000E+00,SynWH8103_01345,CRY92074.1,ftsH3,cell division protein FtsH,0.00000E+00
PMN2A_0294,AAZ57786.1,None,possible ABC transporter,SynWH8103_01439,CRY92166.1,None,putative ABC efflux system,0.00000E+00,,,,,,,,,,
PMN2A_0295,AAZ57787.1,None,pyruvate kinase,SynWH8103_01438,CRY92165.1,pyk,Pyruvate kinase,0.00000E+00,,,,,,,,,,
PMN2A_0296,AAZ57788.1,None,MazG family pyrophosphatase,SynWH8103_01437,CRY92164.1,None,"possible pyrophosphatase, MazG family",2.02332E-56,,,,,,,,,,
PMN2A_0297,AAZ57789.1,None,uncharacterized YGGT family conserved membrane protein,SynWH8103_01435,CRY92162.1,ylmG1,cell division membrane protein YlmG1 (factor involved in shape determination),2.78519E-31,,,,,,,,,,
PMN2A_0298,AAZ57790.1,None,condensin subunit ScpB,SynWH8103_01434,CRY92161.1,scpB,segregation and condensation protein B,4.28268E-69,,,,,,,,,,
PMN2A_0299,AAZ57791.1,None,L-threonine ammonia-lyase,SynWH8103_01433,CRY92160.1,ilvA,"threonine ammonia-lyase, biosynthetic",0.00000E+00,,,,,,,,,,
PMN2A_0300,AAZ57792.1,None,1-deoxy-D-xylulose-5-phosphate synthase,SynWH8103_01432,CRY92159.1,dxs,1-deoxy-D-xylulose-5-phosphate synthase,0.00000E+00,SynWH8103_01190,CRY91921.1,None,transketolase,6.53161E-12,,,,,
PMN2A_0301,AAZ57793.1,None,photosystem I reaction center subunit PsaK,SynWH8103_01430,CRY92157.1,psaK,photosystem I reaction center subunit X,2.37923E-30,,,,,,,,,,
PMN2A_0302,AAZ57794.1,None,uncharacterized conserved membrane protein,SynWH8103_01428,CRY92155.1,None,uncharacterized conserved membrane protein (DUF3593),6.00051E-21,,,,,,,,,,
PMN2A_0303,AAZ57795.1,None,conserved hypothetical protein,SynWH8103_01427,CRY92154.1,None,conserved hypothetical protein,3.04515E-32,,,,,,,,,,
PMN2A_0304,AAZ57796.1,None,alkyl hydroperoxide reductase/thiol specific antioxidant/mal allergens family protein,SynWH8103_01419,CRY92146.1,prxQ,Peroxiredoxin,5.31514E-60,SynWH8103_01146,CRY91880.1,prxQ,Peroxiredoxin,2.40708E-20,SynWH8103_02481,CRY93168.1,prxQ,peroxiredoxin,1.89767E-18
PMN2A_0305,AAZ57797.1,None,LSU ribosomal protein L28P,SynWH8103_01418,CRY92145.1,rpmB,50S ribosomal protein L28,4.79157E-46,,,,,,,,,,
PMN2A_0306,AAZ57798.1,None,"ATP-binding region, ATPase-like protein",SynWH8103_01417,CRY92144.1,htpG,Chaperone protein HtpG,0.00000E+00,,,,,,,,,,
PMN2A_0307,AAZ57799.1,None,histidine--tRNA ligase,SynWH8103_01415,CRY92142.1,hisZ,ATP-phosphorybosyl-transferase regulatory subunit,9.42231E-119,,,,,,,,,,
PMN2A_0308,AAZ57800.1,None,inositol-1(or 4)-monophosphatase,SynWH8103_01414,CRY92141.1,suhB,inositol-1-monophosphatase,5.28660E-126,SynWH8103_02516,CRY93197.1,None,Inositol monophosphatase family protein,1.67946E-14,SynWH8103_02156,CRY92871.1,None,inositol monophosphatase family protein,3.32080E-13
PMN2A_0309,AAZ57801.1,None,"phosphate ABC transporter ATP-binding protein, PhoT family",SynWH8103_01410,CRY92138.1,pstB,ABC-type phosphate transport system ATPase component,3.37491E-154,SynWH8103_00958,CRY91695.1,None,"BgtA-like ABC-type uptake transporter for acidicand neutral polar amino acids (N-II), ATPase subunit",5.40899E-34,SynWH8103_00937,CRY91675.1,None,putative ABC multidrug efflux transporter,1.63671E-24
PMN2A_0310,AAZ57802.1,None,"phosphate ABC transporter membrane protein 2, PhoT family",SynWH8103_01409,CRY92137.1,pstA,ABC-type phosphate transport system permease component,1.35921E-119,SynWH8103_01408,CRY92136.1,pstC,ABC-type phosphate transport system permease component,1.11639E-20,,,,,
PMN2A_0311,AAZ57803.1,None,"phosphate ABC transporter membrane protein 1, PhoT family",SynWH8103_01408,CRY92136.1,pstC,ABC-type phosphate transport system permease component,3.88747E-150,SynWH8103_01409,CRY92137.1,pstA,ABC-type phosphate transport system permease component,5.31106E-20,,,,,
PMN2A_0312,AAZ57804.1,None,"molecular chaperone, DnaK",SynWH8103_01407,CRY92135.1,dnaK2,chaperone protein DnaK,0.00000E+00,SynWH8103_02897,CRY93574.1,dnaK,chaperone protein DnaK,0.00000E+00,SynWH8103_00602,CRY91345.1,dnaK1,chaperone protein DnaK,7.61167E-13
PMN2A_0313,AAZ57805.1,None,"Heat shock protein DnaJ, N-terminal protein",SynWH8103_01406,CRY92134.1,dnaJ,Chaperone protein dnaJ,2.07020E-108,SynWH8103_02208,CRY92919.1,dnaJ,Chaperone DnaJ protein,1.34997E-27,SynWH8103_00022,CRY90780.1,dnaJ,Chaperone protein dnaJ,8.59847E-15
PMN2A_0314,AAZ57806.1,None,conserved hypothetical protein,SynWH8103_01405,CRY92133.1,None,conserved hypothetical protein,8.54218E-49,,,,,,,,,,
PMN2A_0315,AAZ57807.1,None,conserved hypothetical protein,SynWH8103_01403,CRY92132.1,murQ,N-acetylmuramic acid 6-phosphate etherase,3.45367E-109,,,,,,,,,,
PMN2A_0316,AAZ57808.1,None,peptidyl-prolyl cis-trans isomerase,SynWH8103_01402,CRY92130.1,ppiB,Peptidyl-prolyl cis-trans isomerase,2.85531E-75,SynWH8103_00778,CRY91517.1,None,cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein,6.21504E-20,,,,,
PMN2A_0317,AAZ57809.1,None,"GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase",SynWH8103_01401,CRY92129.1,ribA,GTP cyclohydrolase II,0.00000E+00,,,,,,,,,,
PMN2A_0318,AAZ57810.1,None,N-acetyl-gamma-glutamyl-phosphate reductase,SynWH8103_01399,CRY92128.1,argC,N-acetyl-gamma-glutamyl-phosphate reductase,1.06892E-166,,,,,,,,,,
PMN2A_0319,AAZ57811.1,None,formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase,SynWH8103_01400,CRY92127.1,purN,phosphoribosylglycinamide formyltransferase,7.13300E-68,SynWH8103_02893,CRY93570.1,purU,formyltetrahydrofolate deformylase,3.74917E-25,,,,,
PMN2A_0320,AAZ57812.1,None,glucose-6-phosphate isomerase,SynWH8103_01393,CRY92121.1,None,phosphoglucose isomerase family protein,0.00000E+00,,,,,,,,,,
PMN2A_0321,AAZ57813.1,None,leucyl-tRNA synthetase,SynWH8103_01392,CRY92120.1,leuS,leucine--tRNA ligase,0.00000E+00,SynWH8103_00312,CRY91061.1,ileS,Isoleucyl-tRNA synthetase,5.07650E-15,SynWH8103_02757,CRY93436.1,valS,Valyl-tRNA synthetase,2.78759E-13
PMN2A_0322,AAZ57814.1,None,diaminopimelate epimerase,SynWH8103_01391,CRY92119.1,dapF,diaminopimelate epimerase,7.02371E-95,,,,,,,,,,
PMN2A_0323,AAZ57815.1,None,possible cysteine desulfurase (class-V aminotransferase family),SynWH8103_01390,CRY92118.1,None,aminotransferase class-V family protein,5.10646E-112,SynWH8103_02629,CRY93308.1,None,aminotransferase class-V family protein,6.31820E-46,SynWH8103_00353,CRY91099.1,None,putative cysteine desulfurase,7.00644E-21
PMN2A_0324,AAZ57816.1,None,conserved hypothetical protein,SynWH8103_01389,CRY92117.1,None,conserved hypothetical protein,6.85303E-41,,,,,,,,,,
PMN2A_0325,AAZ57817.1,None,D-alanyl-D-alanine carboxypeptidase,SynWH8103_01387,CRY92115.1,pbp4,penicillin-binding-like protein Pbp4,3.75282E-72,,,,,,,,,,
PMN2A_0326,AAZ57818.1,None,Phosphopantetheine adenylyltransferase,SynWH8103_01386,CRY92113.1,coaD,pantetheine-phosphate adenylyltransferase,3.62817E-62,,,,,,,,,,
PMN2A_0327,AAZ57819.1,None,conserved hypothetical protein,SynWH8103_01384,CRY92112.1,None,flavin reductase like domain protein,9.83292E-92,SynWH8103_02725,CRY93404.1,flv1,flavoprotein involved in Mehler reaction,4.33528E-14,SynWH8103_02724,CRY93403.1,flv3,flavoprotein involved in Mehler reaction,4.28198E-13
PMN2A_0328,AAZ57820.1,None,Excinuclease ABC subunit C,SynWH8103_01383,CRY92111.1,uvrC,"excinuclease UvrABC complex, endonuclease subunit",0.00000E+00,,,,,,,,,,
PMN2A_0329,AAZ57821.1,None,Conserved hypothetical protein 701,SynWH8103_01380,CRY92108.1,None,conserved hypothetical protein,6.47273E-85,,,,,,,,,,
PMN2A_0330,AAZ57822.1,None,"phosphoesterase PHP, N-terminal protein",SynWH8103_01379,CRY92107.1,None,PHP domain protein,5.09323E-75,,,,,,,,,,
PMN2A_0331,AAZ57823.1,None,cobaltochelatase CobN subunit,SynWH8103_01378,CRY92105.1,cobN,"cobaltochelatase, CobN subunit",0.00000E+00,SynWH8103_00932,CRY91670.1,chlH,"protoporphyrin IX Mg-chelatase, subunit ChlH",1.59330E-104,,,,,
PMN2A_0332,AAZ57824.1,None,branched chain amino acid aminotransferase apoenzyme,SynWH8103_01376,CRY92104.1,ilvE,branched-chain amino acid aminotransferase,4.08967E-176,,,,,,,,,,
PMN2A_0333,AAZ57825.1,None,methionine synthase (B12-dependent),SynWH8103_01375,CRY92103.1,metH,methionine synthase,0.00000E+00,,,,,,,,,,
PMN2A_0334,AAZ57826.1,None,conserved hypothetical,SynWH8103_01373,CRY92101.1,None,conserved hypothetical protein,1.85440E-34,,,,,,,,,,
PMN2A_0335,AAZ57827.1,None,possible ATP adenylyltransferase,SynWH8103_01370,CRY92098.1,None,ATP adenylyltransferase family protein,1.20679E-82,,,,,,,,,,
PMN2A_0337,AAZ57829.1,None,"Heat shock protein DnaJ, N-terminal protein",SynWH8103_01366,CRY92094.1,None,DnaJ domain containing protein,7.39052E-88,,,,,,,,,,
PMN2A_0338,AAZ57830.1,None,phenylalanyl-tRNA synthetase beta subunit,SynWH8103_01362,CRY92089.1,pheT,"phenylalanine--tRNA ligase, beta subunit",0.00000E+00,,,,,,,,,,
PMN2A_0339,AAZ57831.1,None,LSU ribosomal protein L33P,SynWH8103_01360,CRY92088.1,rpmG,50S ribosomal protein L33,6.60513E-30,,,,,,,,,,
PMN2A_0340,AAZ57832.1,None,SSU ribosomal protein S18P,SynWH8103_01359,CRY92087.1,rpsR,30S ribosomal protein S18,2.44115E-44,,,,,,,,,,
PMN2A_0341,AAZ57833.1,None,exoribonuclease R/ribonuclease II,SynWH8103_01357,CRY92086.1,rnb,exoribonuclease II,7.14637E-80,,,,,,,,,,
PMN2A_0342,AAZ57834.1,None,methionyl-tRNA synthetase,SynWH8103_01356,CRY92084.1,metG,methionine--tRNA ligase,0.00000E+00,,,,,,,,,,
PMN2A_0345,AAZ57837.1,None,adenosylcobinamide kinase,SynWH8103_01351,CRY92079.1,None,cobinamide kinase / cobinamide phosphate guanyltransferase family protein,5.55513E-48,,,,,,,,,,
PMN2A_0346,AAZ57838.1,None,putative tRNA/rRNA methyltransferase (SpoU family),SynWH8103_01350,CRY92078.1,None,spoU rRNA Methylase family protein,5.17311E-48,,,,,,,,,,
PMN2A_0350,AAZ57842.1,None,conserved hypothetical protein,SynWH8103_00994,CRY91731.1,None,"pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein",1.19815E-46,,,,,,,,,,
PMN2A_0352,AAZ57844.1,None,thioredoxin peroxidase,SynWH8103_01347,CRY92076.1,prx,2-Cys Peroxiredoxin,9.23247E-121,SynWH8103_01419,CRY92146.1,prxQ,Peroxiredoxin,1.47520E-14,SynWH8103_01146,CRY91880.1,prxQ,Peroxiredoxin,1.68764E-12
PMN2A_0353,AAZ57845.1,None,membrane protease FtsH catalytic subunit,SynWH8103_01345,CRY92074.1,ftsH3,cell division protein FtsH,0.00000E+00,SynWH8103_00334,CRY91080.1,ftsH1,possible photosystem II D1 repair protein FtsH1,3.50758E-168,SynWH8103_01440,CRY92167.1,ftsH2,photosystem II D1 repair protein FtsH2,5.00846E-166
PMN2A_0354,AAZ57846.1,None,LSU ribosomal protein L32P,SynWH8103_01343,CRY92073.1,rpmF,50S ribosomal protein L32,9.88483E-31,,,,,,,,,,
PMN2A_0356,AAZ57848.1,None,"HAD-superfamily hydrolase subfamily IA, variant 3",SynWH8103_01341,CRY92070.1,None,"HAD hydrolase, IA, variant 3 family protein",1.07048E-54,,,,,,,,,,
PMN2A_0357,AAZ57849.1,None,exonuclease RecJ,SynWH8103_01340,CRY92069.1,recJ,single-stranded DNA-specific exonuclease,4.92500E-165,,,,,,,,,,
PMN2A_0358,AAZ57850.1,None,putative membrane protein,SynWH8103_01338,CRY92067.1,None,uncharacterized membrane protein,7.29790E-33,SynWH8103_01337,CRY92066.1,None,uncharacterized membrane protein (UPF0016),1.35485E-19,,,,,
PMN2A_0359,AAZ57851.1,None,conserved hypothetical protein,SynWH8103_01337,CRY92066.1,None,uncharacterized membrane protein (UPF0016),4.80768E-34,SynWH8103_01338,CRY92067.1,None,uncharacterized membrane protein,8.79940E-19,,,,,
PMN2A_0360,AAZ57852.1,None,RNA binding S1:Cold shock protein,SynWH8103_01336,CRY92065.1,None,RNB domain protein,0.00000E+00,,,,,,,,,,
PMN2A_0361,AAZ57853.1,None,phenylacrylic acid decarboxylase,SynWH8103_01335,CRY92064.1,ubiX,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,3.08738E-92,,,,,,,,,,
PMN2A_0363,AAZ57855.1,None,hypothetical protein,SynWH8103_01333,CRY92062.1,None,conserved hypothetical protein,6.46853E-41,,,,,,,,,,
PMN2A_0364,AAZ57856.1,None,"microcin-processing peptidase 2, Unknown type peptidase, MEROPS family U62",SynWH8103_01331,CRY92060.1,tldD,modulator of DNA gyrase,0.00000E+00,,,,,,,,,,
PMN2A_0365,AAZ57857.1,None,possible modulator of DNA gyrase,SynWH8103_01330,CRY92059.1,pmbA,possible modulator of DNA gyrase,0.00000E+00,,,,,,,,,,
PMN2A_0366,AAZ57858.1,None,methionyl-tRNA formyltransferase,SynWH8103_01329,CRY92058.1,fmt,methionyl-tRNA formyltransferase,5.13418E-94,,,,,,,,,,
PMN2A_0367,AAZ57859.1,None,conserved membrane protein TerC,SynWH8103_01325,CRY92054.1,None,"integral membrane, YkoY family protein",3.40015E-66,,,,,,,,,,
PMN2A_0368,AAZ57860.1,None,conserved hypothetical protein,SynWH8103_01324,CRY92053.1,None,conserved hypothetical protein,2.15764E-28,,,,,,,,,,
PMN2A_0369,AAZ57861.1,None,transcription-repair coupling factor,SynWH8103_01320,CRY92049.1,mfd,transcription-repair coupling factor,0.00000E+00,SynWH8103_01235,CRY91966.1,recG,ATP-dependent DNA helicase,2.13290E-71,,,,,
PMN2A_0371,AAZ57863.1,None,conserved hypothetical protein,SynWH8103_01721,CRY92447.1,None,conserved hypothetical protein,1.47703E-41,,,,,,,,,,
PMN2A_0372,AAZ57864.1,None,SAM-dependent methyltransferase,SynWH8103_01481,CRY92209.1,None,methyltransferase domain protein,4.35643E-76,,,,,,,,,,
PMN2A_0373,AAZ57865.1,None,conserved hypothetical protein,SynWH8103_00924,CRY91662.1,None,conserved hypothetical protein,4.60475E-41,,,,,,,,,,
PMN2A_0374,AAZ57866.1,None,hypothetical protein,SynWH8103_00925,CRY91663.1,None,conserved hypothetical protein,1.62391E-38,,,,,,,,,,
PMN2A_0375,AAZ57867.1,None,adenine phosphoribosyltransferase,SynWH8103_00927,CRY91664.1,apt,adenine phosphoribosyltransferase,2.06010E-52,,,,,,,,,,
PMN2A_0376,AAZ57868.1,None,conserved hypothetical protein,SynWH8103_00926,CRY91665.1,None,conserved hypothetical protein,2.26436E-16,,,,,,,,,,
PMN2A_0377,AAZ57869.1,None,2-polyprenyl-6-methoxyphenol hydroxylase related enzyme,SynWH8103_00928,CRY91666.1,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,1.86036E-92,,,,,,,,,,
