Locus tag,Protein ID,Gene,Protein name
[locus_tag=PMN2A_1880],[protein_id=AAZ59368.1],[gene=None],"[protein=ribulose 1,5-bisphosphate carboxylase small subunit]"
[locus_tag=PMN2A_1881],[protein_id=AAZ59369.1],[gene=None],[protein=carboxysome shell protein CsoS2]
[locus_tag=PMN2A_1882],[protein_id=AAZ59370.1],[gene=None],"[protein=carboxysome shell polypeptide, CsoS3]"
[locus_tag=PMN2A_1883],[protein_id=AAZ59371.1],[gene=None],[protein=putative carboxysome peptide A]
[locus_tag=PMN2A_1884],[protein_id=AAZ59372.1],[gene=None],[protein=putative carboxysome peptide B]
[locus_tag=PMN2A_1885],[protein_id=AAZ59373.1],[gene=None],"[protein=carboxysome shell peptide, CsoS1]"
[locus_tag=PMN2A_1886],[protein_id=AAZ59374.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_1887],[protein_id=AAZ59375.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMN2A_1888],[protein_id=AAZ59376.1],[gene=None],[protein=endoribonuclease L-PSP]
[locus_tag=PMN2A_1890],[protein_id=AAZ59378.1],[gene=None],[protein=ATP phosphoribosyltransferase (homohexameric)]
[locus_tag=PMN2A_1891],[protein_id=AAZ59379.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_1892],[protein_id=AAZ59380.1],[gene=None],"[protein=acetyltransferase, GNAT family]"
[locus_tag=PMN2A_1893],[protein_id=AAZ59381.1],[gene=None],[protein=glycosyltransferase]
[locus_tag=PMN2A_1894],[protein_id=AAZ59382.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0001],[protein_id=AAZ57493.1],[gene=None],[protein=chromosomal replication initiator protein DnaA]
[locus_tag=PMN2A_0002],[protein_id=AAZ57494.1],[gene=None],[protein=glutaredoxin-like domain/phycoerythrin related domain fusion]
[locus_tag=PMN2A_0003],[protein_id=AAZ57495.1],[gene=None],[protein=NADPH-glutathione reductase]
[locus_tag=PMN2A_0004],[protein_id=AAZ57496.1],[gene=None],[protein=K+-dependent Na+/Ca+ exchanger related-protein]
[locus_tag=PMN2A_0005],[protein_id=AAZ57497.1],[gene=None],[protein=dihydroorotase]
[locus_tag=PMN2A_0006],[protein_id=AAZ57498.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0007],[protein_id=AAZ57499.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0008],[protein_id=AAZ57500.1],[gene=None],"[protein=tryptophan synthase, alpha chain]"
[locus_tag=PMN2A_0009],[protein_id=AAZ57501.1],[gene=None],[protein=uncharacterized YCII family conserved protein]
[locus_tag=PMN2A_0010],[protein_id=AAZ57502.1],[gene=None],[protein=cytochrome c]
[locus_tag=PMN2A_0011],[protein_id=AAZ57503.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0012],[protein_id=AAZ57504.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0013],[protein_id=AAZ57505.1],[gene=None],[protein=possible type II alternative RNA polymerase sigma factor]
[locus_tag=PMN2A_0014],[protein_id=AAZ57506.1],[gene=None],[protein=phosphoribosyl-ATP pyrophosphatase / phosphoribosyl-AMP cyclohydrolase]
[locus_tag=PMN2A_0015],[protein_id=AAZ57507.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0016],[protein_id=AAZ57508.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0017],[protein_id=AAZ57509.1],[gene=None],[protein=plastocyanin]
[locus_tag=PMN2A_0018],[protein_id=AAZ57510.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0019],[protein_id=AAZ57511.1],[gene=None],[protein=uroporphyrinogen decarboxylase]
[locus_tag=PMN2A_0020],[protein_id=AAZ57512.1],[gene=None],[protein=glycogen branching enzyme]
[locus_tag=PMN2A_0021],[protein_id=AAZ57513.1],[gene=None],[protein=alpha/beta superfamily hydrolase]
[locus_tag=PMN2A_0022],[protein_id=AAZ57514.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0023],[protein_id=AAZ57515.1],[gene=None],[protein=conserved hypothetical]
[locus_tag=PMN2A_0024],[protein_id=AAZ57516.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_0025],[protein_id=AAZ57517.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0026],[protein_id=AAZ57518.1],[gene=None],[protein=glutamate-5-semialdehyde dehydrogenase]
[locus_tag=PMN2A_0027],[protein_id=AAZ57519.1],[gene=None],[protein=dihydroneopterin aldolase]
[locus_tag=PMN2A_0028],[protein_id=AAZ57520.1],[gene=None],[protein=probable alpha/beta superfamily lipase]
[locus_tag=PMN2A_0029],[protein_id=AAZ57521.1],[gene=None],"[protein=oligopeptidase A, Metallo peptidase, MEROPS family M03A]"
[locus_tag=PMN2A_0030],[protein_id=AAZ57522.1],[gene=None],[protein=NADH dehydrogenase subunit M]
[locus_tag=PMN2A_0031],[protein_id=AAZ57523.1],[gene=None],[protein=homoserine kinase]
[locus_tag=PMN2A_0032],[protein_id=AAZ57524.1],[gene=None],[protein=glucokinase]
[locus_tag=PMN2A_0033],[protein_id=AAZ57525.1],[gene=None],[protein=threonyl-tRNA synthetase / Ser-tRNA(Thr) hydrolase]
[locus_tag=PMN2A_0034],[protein_id=AAZ57526.1],[gene=None],[protein=tryptophanyl-tRNA synthetase]
[locus_tag=PMN2A_0035],[protein_id=AAZ57527.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0036],[protein_id=AAZ57528.1],[gene=None],[protein=membrane associated GTPase]
[locus_tag=PMN2A_0037],[protein_id=AAZ57529.1],[gene=None],"[protein=ABC transporter, substrate binding protein, possibly Mn]"
[locus_tag=PMN2A_0038],[protein_id=AAZ57530.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0039],[protein_id=AAZ57531.1],[gene=None],[protein=ABC-type Mn2+/Zn2+ transport system permease components]
[locus_tag=PMN2A_0040],[protein_id=AAZ57532.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0041],[protein_id=AAZ57533.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0042],[protein_id=AAZ57534.1],[gene=None],"[protein=signal peptidase I, Serine peptidase, MEROPS family S26A]"
[locus_tag=PMN2A_0043],[protein_id=AAZ57535.1],[gene=None],"[protein=2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase]"
[locus_tag=PMN2A_0044],[protein_id=AAZ57536.1],[gene=None],"[protein=1,4-Dihydroxy-2-naphthoate synthase]"
[locus_tag=PMN2A_0045],[protein_id=AAZ57537.1],[gene=None],"[protein=glycogen/starch synthases, ADP-glucose type]"
[locus_tag=PMN2A_0046],[protein_id=AAZ57538.1],[gene=None],[protein=UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase]
[locus_tag=PMN2A_0047],[protein_id=AAZ57539.1],[gene=None],[protein=UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase]
[locus_tag=PMN2A_0048],[protein_id=AAZ57540.1],[gene=None],[protein=SAM-dependent methyltransferase]
[locus_tag=PMN2A_0049],[protein_id=AAZ57541.1],[gene=None],[protein=3-phosphoshikimate 1-carboxyvinyltransferase]
[locus_tag=PMN2A_0050],[protein_id=AAZ57542.1],[gene=None],[protein=3-octaprenyl-4hydroxybenzoate decarboxylase]
[locus_tag=PMN2A_0051],[protein_id=AAZ57543.1],[gene=None],[protein=2-phosphosulfolactate phosphatase]
[locus_tag=PMN2A_0052],[protein_id=AAZ57544.1],[gene=None],[protein=nitrilase-like protein]
[locus_tag=PMN2A_0053],[protein_id=AAZ57545.1],[gene=None],[protein=cell wall hydrolase/autolysin]
[locus_tag=PMN2A_0054],[protein_id=AAZ57546.1],[gene=None],[protein=glutamate racemase]
[locus_tag=PMN2A_0055],[protein_id=AAZ57547.1],[gene=None],[protein=trans-hexaprenyltranstransferase]
[locus_tag=PMN2A_0056],[protein_id=AAZ57548.1],[gene=None],"[protein=HAD-superfamily hydrolase subfamily IA, variant 3]"
[locus_tag=PMN2A_0057],[protein_id=AAZ57549.1],[gene=None],[protein=acetyl-coenzyme A synthetase]
[locus_tag=PMN2A_0058],[protein_id=AAZ57550.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0059],[protein_id=AAZ57551.1],[gene=None],"[protein=DNA polymerase III, epsilon subunit]"
[locus_tag=PMN2A_0060],[protein_id=AAZ57552.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0061],[protein_id=AAZ57553.1],[gene=None],[protein=histidyl-tRNA synthetase]
[locus_tag=PMN2A_0062],[protein_id=AAZ57554.1],[gene=None],[protein=UDP-glucose 6-dehydrogenase]
[locus_tag=PMN2A_0064],[protein_id=AAZ57556.1],[gene=None],"[protein=Conserved hypothetical protein CHP02450, tryptophan-rich]"
[locus_tag=PMN2A_0066],[protein_id=AAZ57558.1],[gene=None],[protein=chlorophyll a/b binding light harvesting protein PcbA]
[locus_tag=PMN2A_0069],[protein_id=AAZ57561.1],[gene=None],[protein=glutathione S-transferase N terminus protein]
[locus_tag=PMN2A_0072],[protein_id=AAZ57564.1],[gene=None],[protein=short-chain dehydrogenase/reductase (SDR) superfamily:glucose]
[locus_tag=PMN2A_0073],[protein_id=AAZ57565.1],[gene=None],[protein=lycopene cyclase (CrtL-type)]
[locus_tag=PMN2A_0074],[protein_id=AAZ57566.1],[gene=None],[protein=chlorophyll synthase / NADPH-protochlorophyllide oxidoreductase]
[locus_tag=PMN2A_0075],[protein_id=AAZ57567.1],[gene=None],[protein=small-conductance mechanosensitive channel]
[locus_tag=PMN2A_0077],[protein_id=AAZ57569.1],[gene=None],[protein=Fe2+/Zn2+ uptake regulation protein]
[locus_tag=PMN2A_0078],[protein_id=AAZ57570.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0079],[protein_id=AAZ57571.1],[gene=None],[protein=glucosylglycerol phosphatase]
[locus_tag=PMN2A_0080],[protein_id=AAZ57572.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0081],[protein_id=AAZ57573.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0082],[protein_id=AAZ57574.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0083],[protein_id=AAZ57575.1],[gene=None],[protein=O-acetylhomoserine sulfhydrolase]
[locus_tag=PMN2A_0084],[protein_id=AAZ57576.1],[gene=None],[protein=homoserine O-succinyltransferase]
[locus_tag=PMN2A_0085],[protein_id=AAZ57577.1],[gene=None],[protein=FAD/FMN-containing dehydrogenase]
[locus_tag=PMN2A_0086],[protein_id=AAZ57578.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0087],[protein_id=AAZ57579.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0088],[protein_id=AAZ57580.1],[gene=None],[protein=glucose-methanol-choline (GMC) oxidoreductase:NAD binding site]
[locus_tag=PMN2A_0089],[protein_id=AAZ57581.1],[gene=None],[protein=secreted pentapeptide repeats protein]
[locus_tag=PMN2A_0090],[protein_id=AAZ57582.1],[gene=None],[protein=unknown]
[locus_tag=PMN2A_0093],[protein_id=AAZ57585.1],[gene=None],[protein=B-12 Dependent ribonucleotide Reductase]
[locus_tag=PMN2A_0094],[protein_id=AAZ57586.1],[gene=None],[protein=SAM-dependent methyltransferase]
[locus_tag=PMN2A_0095],[protein_id=AAZ57587.1],[gene=None],[protein=bacterial peptide chain release factor 3 (bRF-3)]
[locus_tag=PMN2A_0096],[protein_id=AAZ57588.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0097],[protein_id=AAZ57589.1],[gene=None],[protein=Hsp33 protein]
[locus_tag=PMN2A_0098],[protein_id=AAZ57590.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0099],[protein_id=AAZ57591.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0100],[protein_id=AAZ57592.1],[gene=None],[protein=Conserved hypothetical protein 46]
[locus_tag=PMN2A_0101],[protein_id=AAZ57593.1],[gene=None],"[protein=Protein of unknown function DUF92, transmembrane]"
[locus_tag=PMN2A_0102],[protein_id=AAZ57594.1],[gene=None],[protein=arylesterase]
[locus_tag=PMN2A_0103],[protein_id=AAZ57595.1],[gene=None],[protein=ABC-type phosphate/phosphonate transport system permease component]
[locus_tag=PMN2A_0104],[protein_id=AAZ57596.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0105],[protein_id=AAZ57597.1],[gene=None],[protein=Phosphonate-binding periplasmic protein]
[locus_tag=PMN2A_0106],[protein_id=AAZ57598.1],[gene=None],[protein=L-aspartate aminotransferase apoenzyme]
[locus_tag=PMN2A_0107],[protein_id=AAZ57599.1],[gene=None],[protein=lactoylglutathione lyase family enzyme]
[locus_tag=PMN2A_0108],[protein_id=AAZ57600.1],[gene=None],[protein=phage SPO1 DNA polymerase-related protein]
[locus_tag=PMN2A_0109],[protein_id=AAZ57601.1],[gene=None],[protein=4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase]
[locus_tag=PMN2A_0110],[protein_id=AAZ57602.1],[gene=None],"[protein=C-terminal processing peptidase-2, Serine peptidase, MEROPS family S41A]"
[locus_tag=PMN2A_0111],[protein_id=AAZ57603.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0112],[protein_id=AAZ57604.1],[gene=None],[protein=quinolinate synthetase A]
[locus_tag=PMN2A_0113],[protein_id=AAZ57605.1],[gene=None],[protein=phosphoesterase]
[locus_tag=PMN2A_0114],[protein_id=AAZ57606.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0115],[protein_id=AAZ57607.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0116],[protein_id=AAZ57608.1],[gene=None],[protein=3-dehydroquinate synthase]
[locus_tag=PMN2A_0117],[protein_id=AAZ57609.1],[gene=None],[protein=5-(carboxyamino)imidazole ribonucleotide synthase]
[locus_tag=PMN2A_0121],[protein_id=AAZ57613.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0122],[protein_id=AAZ57614.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0127],[protein_id=AAZ57619.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0129],[protein_id=AAZ57621.1],[gene=None],[protein=protein family PM-1]
[locus_tag=PMN2A_0130],[protein_id=AAZ57622.1],[gene=None],[protein=HI0933-like protein]
[locus_tag=PMN2A_0131],[protein_id=AAZ57623.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0133],[protein_id=AAZ57625.1],[gene=None],[protein=protein family PM-1]
[locus_tag=PMN2A_0134],[protein_id=AAZ57626.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0135],[protein_id=AAZ57627.1],[gene=None],[protein=photosystem II reaction centre W protein]
[locus_tag=PMN2A_0136],[protein_id=AAZ57628.1],[gene=None],[protein=rhodanese-like protein]
[locus_tag=PMN2A_0137],[protein_id=AAZ57629.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0138],[protein_id=AAZ57630.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0139],[protein_id=AAZ57631.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0140],[protein_id=AAZ57632.1],[gene=None],[protein=SAM (and some other nucleotide) binding motif:generic methyl-transferase]
[locus_tag=PMN2A_0141],[protein_id=AAZ57633.1],[gene=None],[protein=L-glutamine synthetase]
[locus_tag=PMN2A_0142],[protein_id=AAZ57634.1],[gene=None],[protein=alanine-glyoxylate aminotransferase apoenzyme]
[locus_tag=PMN2A_0143],[protein_id=AAZ57635.1],[gene=None],[protein=putative cytidine/deoxycytidylate deaminase]
[locus_tag=PMN2A_0144],[protein_id=AAZ57636.1],[gene=None],[protein=pyridoxal-dependent decarboxylase family]
[locus_tag=PMN2A_0145],[protein_id=AAZ57637.1],[gene=None],[protein=Small GTP-binding protein domain]
[locus_tag=PMN2A_0146],[protein_id=AAZ57638.1],[gene=None],"[protein=signal peptidase II, Aspartic peptidase, MEROPS family A08]"
[locus_tag=PMN2A_0147],[protein_id=AAZ57639.1],[gene=None],[protein=uncharacterized BioY family conserved membrane protein]
[locus_tag=PMN2A_0148],[protein_id=AAZ57640.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0149],[protein_id=AAZ57641.1],[gene=None],[protein=Zn-dependent peptidase]
[locus_tag=PMN2A_0150],[protein_id=AAZ57642.1],[gene=None],[protein=possible Zn-dependent peptidase]
[locus_tag=PMN2A_0151],[protein_id=AAZ57643.1],[gene=None],[protein=ferredoxin-dependent biliverdin reductase]
[locus_tag=PMN2A_0152],[protein_id=AAZ57644.1],[gene=None],[protein=DevB-like secretion protein]
[locus_tag=PMN2A_0153],[protein_id=AAZ57645.1],[gene=None],[protein=DevC protein]
[locus_tag=PMN2A_0154],[protein_id=AAZ57646.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0156],[protein_id=AAZ57648.1],[gene=None],"[protein=glycosyl transferase, family 2]"
[locus_tag=PMN2A_0157],[protein_id=AAZ57649.1],[gene=None],[protein=SSU ribosomal protein S2P]
[locus_tag=PMN2A_0158],[protein_id=AAZ57650.1],[gene=None],[protein=translation elongation factor Ts (EF-Ts)]
[locus_tag=PMN2A_0159],[protein_id=AAZ57651.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0160],[protein_id=AAZ57652.1],[gene=None],[protein=ATP-dependent DNA helicase RecG]
[locus_tag=PMN2A_0161],[protein_id=AAZ57653.1],[gene=None],[protein=D-ala-D-ala dipeptidase]
[locus_tag=PMN2A_0162],[protein_id=AAZ57654.1],[gene=None],[protein=sulfite reductase (ferredoxin)]
[locus_tag=PMN2A_0163],[protein_id=AAZ57655.1],[gene=None],[protein=glycyl-tRNA synthetase beta chain]
[locus_tag=PMN2A_0164],[protein_id=AAZ57656.1],[gene=None],"[protein=geranylgeranyl reductase:Geranylgeranyl reductase, plants and cyanobacteria:Geranylgeranyl reductase, plantal and prokaryotic]"
[locus_tag=PMN2A_0165],[protein_id=AAZ57657.1],[gene=None],"[protein=D-Ala-D-Ala carboxypeptidase, Metallo peptidase, MEROPS family M15B]"
[locus_tag=PMN2A_0166],[protein_id=AAZ57658.1],[gene=None],[protein=Small GTP-binding protein domain:GTP-binding protein TypA]
[locus_tag=PMN2A_0167],[protein_id=AAZ57659.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0169],[protein_id=AAZ57661.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0170],[protein_id=AAZ57662.1],[gene=None],[protein=unclassified ABC-type transport system permease]
[locus_tag=PMN2A_0171],[protein_id=AAZ57663.1],[gene=None],[protein=possible heme transporter]
[locus_tag=PMN2A_0172],[protein_id=AAZ57664.1],[gene=None],[protein=ribulose-5-phosphate 3-epimerase]
[locus_tag=PMN2A_0173],[protein_id=AAZ57665.1],[gene=None],"[protein=D-fructose 1,6-bisphosphatase / sedoheptulose 1,7-bisphosphatase]"
[locus_tag=PMN2A_0174],[protein_id=AAZ57666.1],[gene=None],[protein=glutamyl-tRNA reductase]
[locus_tag=PMN2A_0175],[protein_id=AAZ57667.1],[gene=None],[protein=glucose-1-phosphate adenylyltransferase]
[locus_tag=PMN2A_0176],[protein_id=AAZ57668.1],[gene=None],[protein=6-phosphogluconate dehydrogenase (decarboxylating)]
[locus_tag=PMN2A_0177],[protein_id=AAZ57669.1],[gene=None],[protein=6-phosphogluconolactonase]
[locus_tag=PMN2A_0178],[protein_id=AAZ57670.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0179],[protein_id=AAZ57671.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0180],[protein_id=AAZ57672.1],[gene=None],[protein=dihydroxyacid dehydratase]
[locus_tag=PMN2A_0181],[protein_id=AAZ57673.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_0182],[protein_id=AAZ57674.1],[gene=None],[protein=uracil phosphoribosyltransferase]
[locus_tag=PMN2A_0183],[protein_id=AAZ57675.1],[gene=None],[protein=secreted pentapeptide repeats protein]
[locus_tag=PMN2A_0184],[protein_id=AAZ57676.1],[gene=None],[protein=putative cobalamin synthesis protein]
[locus_tag=PMN2A_0186],[protein_id=AAZ57678.1],[gene=None],[protein=phosphoribosylformylglycinamidine synthetase PurS]
[locus_tag=PMN2A_0187],[protein_id=AAZ57679.1],[gene=None],[protein=phosphoribosylformylglycinamidine synthase subunit I]
[locus_tag=PMN2A_0189],[protein_id=AAZ57681.1],[gene=None],[protein=putative oxidoreductase]
[locus_tag=PMN2A_0190],[protein_id=AAZ57682.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0191],[protein_id=AAZ57683.1],[gene=None],[protein=acetyl-CoA carboxylase carboxyltransferase subunit alpha]
[locus_tag=PMN2A_0193],[protein_id=AAZ57685.1],[gene=None],[protein=phosphoribulokinase]
[locus_tag=PMN2A_0194],[protein_id=AAZ57686.1],[gene=None],[protein=3-isopropylmalate dehydrogenase]
[locus_tag=PMN2A_0195],[protein_id=AAZ57687.1],[gene=None],[protein=UDP-3-O-[3-hydroxymyristoyl]
[locus_tag=PMN2A_0196],[protein_id=AAZ57688.1],[gene=None],[protein=glutamate 5-kinase]
[locus_tag=PMN2A_0198],[protein_id=AAZ57690.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0199],[protein_id=AAZ57691.1],[gene=None],[protein=Holliday junction resolvase YqgF]
[locus_tag=PMN2A_0200],[protein_id=AAZ57692.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0201],[protein_id=AAZ57693.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0202],[protein_id=AAZ57694.1],[gene=None],[protein=thioredoxin family protein]
[locus_tag=PMN2A_0203],[protein_id=AAZ57695.1],[gene=None],[protein=CheY-like domain containing protein]
[locus_tag=PMN2A_0204],[protein_id=AAZ57696.1],[gene=None],[protein=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]
[locus_tag=PMN2A_0205],[protein_id=AAZ57697.1],[gene=None],[protein=possible mRNA-binding protein]
[locus_tag=PMN2A_0206],[protein_id=AAZ57698.1],[gene=None],[protein=CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase]
[locus_tag=PMN2A_0208],[protein_id=AAZ57700.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0209],[protein_id=AAZ57701.1],[gene=None],[protein=NAD dependent epimerase/dehydratase]
[locus_tag=PMN2A_0210],[protein_id=AAZ57702.1],[gene=None],[protein=endonuclease III/Nth]
[locus_tag=PMN2A_0211],[protein_id=AAZ57703.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0214],[protein_id=AAZ57706.1],[gene=None],[protein=HTH of cAMP family transcriptional regulator]
[locus_tag=PMN2A_0215],[protein_id=AAZ57707.1],[gene=None],[protein=chlorophyll a/b binding light harvesting protein PcbD]
[locus_tag=PMN2A_0216],[protein_id=AAZ57708.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0217],[protein_id=AAZ57709.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0218],[protein_id=AAZ57710.1],[gene=None],[protein=rieske 2Fe-2S family protein]
[locus_tag=PMN2A_0221],[protein_id=AAZ57713.1],[gene=None],[protein=UDP-galactose 4-epimerase]
[locus_tag=PMN2A_0222],[protein_id=AAZ57714.1],[gene=None],[protein=asparaginase]
[locus_tag=PMN2A_0223],[protein_id=AAZ57715.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0224],[protein_id=AAZ57716.1],[gene=None],[protein=Iojap-related protein]
[locus_tag=PMN2A_0225],[protein_id=AAZ57717.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_0226],[protein_id=AAZ57718.1],[gene=None],[protein=carbamoyl-phosphate synthase large subunit]
[locus_tag=PMN2A_0227],[protein_id=AAZ57719.1],[gene=None],[protein=Mg-protoporphyrin IX monomethyl ester (oxidative) cyclase]
[locus_tag=PMN2A_0228],[protein_id=AAZ57720.1],[gene=None],"[protein=ferredoxin, PetF like protein]"
[locus_tag=PMN2A_0231],[protein_id=AAZ57723.1],[gene=None],[protein=2-hydroxy-3-oxopropionate reductase]
[locus_tag=PMN2A_0233],[protein_id=AAZ57725.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0234],[protein_id=AAZ57726.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0235],[protein_id=AAZ57727.1],[gene=None],[protein=putative multidrug efflux ABC transporter]
[locus_tag=PMN2A_0236],[protein_id=AAZ57728.1],[gene=None],"[protein=conserved membrane protein, multidrug efflux associated]"
[locus_tag=PMN2A_0237],[protein_id=AAZ57729.1],[gene=None],"[protein=Mn2+ and Fe2+ transporter, NRAMP family]"
[locus_tag=PMN2A_0243],[protein_id=AAZ57735.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0245],[protein_id=AAZ57737.1],[gene=None],[protein=Vng0271c-like protein]
[locus_tag=PMN2A_0246],[protein_id=AAZ57738.1],[gene=None],"[protein=alpha amylase, catalytic subdomain]"
[locus_tag=PMN2A_0247],[protein_id=AAZ57739.1],[gene=None],[protein=HAD-superfamily hydrolase subfamily IIB:HAD-superfamily hydrolase YedP]
[locus_tag=PMN2A_0248],[protein_id=AAZ57740.1],[gene=None],[protein=phosphoribulokinase/uridine kinase family enzyme]
[locus_tag=PMN2A_0252],[protein_id=AAZ57744.1],[gene=None],[protein=Undecaprenyl-diphosphatase]
[locus_tag=PMN2A_0253],[protein_id=AAZ57745.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0254],[protein_id=AAZ57746.1],[gene=None],[protein=methionine sulfoxide reductase A]
[locus_tag=PMN2A_0255],[protein_id=AAZ57747.1],[gene=None],[protein=uncharacterized membrane protein]
[locus_tag=PMN2A_0256],[protein_id=AAZ57748.1],[gene=None],[protein=ATPase]
[locus_tag=PMN2A_0257],[protein_id=AAZ57749.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0258],[protein_id=AAZ57750.1],[gene=None],[protein=anthranilate phosphoribosyltransferase]
[locus_tag=PMN2A_0259],[protein_id=AAZ57751.1],[gene=None],[protein=carbamoyl-phosphate synthase small subunit]
[locus_tag=PMN2A_0260],[protein_id=AAZ57752.1],[gene=None],[protein=anti-anti-sigma regulatory factor]
[locus_tag=PMN2A_0261],[protein_id=AAZ57753.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0262],[protein_id=AAZ57754.1],[gene=None],"[protein=RNA methyltransferase TrmH, group 3]"
[locus_tag=PMN2A_0263],[protein_id=AAZ57755.1],[gene=None],[protein=conserved hypothetical protein]
[locus_tag=PMN2A_0264],[protein_id=AAZ57756.1],[gene=None],[protein=aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A]
[locus_tag=PMN2A_0265],[protein_id=AAZ57757.1],[gene=None],"[protein=DNA polymerase III, alpha subunit]"
[locus_tag=PMN2A_0266],[protein_id=AAZ57758.1],[gene=None],[protein=hypothetical protein]
[locus_tag=PMN2A_0267],[protein_id=AAZ57759.1],[gene=None],[protein=SSU ribosomal protein S15P]
